[note 2025-10-05 12:48:24.338-0700] revisiond[125]  <private> starting, built @ Apr 18 2025 22:19:23
[ERR  2025-10-05 12:59:19.122-0700] fileproviderd[935]  fsctl failed to resolve docID 100 to file ID using path <private>; error 2 (No such file or directory)
[ERR  2025-10-05 12:59:19.192-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.196-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d3ab9c20; recordName=directory/root, zoneID=iCloud.com.toppluva.grandmountainadventureplus:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:19.197-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.209-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d3aba7e0; recordName=directory/root, zoneID=iCloud.com.featherweightgames.stampedearcade:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:19.216-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.270-0700] fileproviderd[935]  fsctl failed to resolve docID 99 to file ID using path <private>; error 2 (No such file or directory)
[ERR  2025-10-05 12:59:19.375-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.532-0700] fileproviderd[935]  fsctl failed to resolve docID 100 to file ID using path <private>; error 2 (No such file or directory)
[ERR  2025-10-05 12:59:19.589-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25320 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:19.604-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.628-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d2fe88e0; recordName=directory/root, zoneID=iCloud.com.gamehouse.delicious15.arcade:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:19.628-0700] bird[1062]  <private> Deserialize record failed for <CKRecordID: 0x6d3acffa0; recordName=directory/root, zoneID=iCloud.nocsi.com.AutomataEditor:__defaultOwner__> - Error Domain=CKErrorDomain Code=20 UserInfo={CKErrorDescription=<private>, NSLocalizedDescription=<private>}
[ERR  2025-10-05 12:59:19.628-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.795-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d3ab8080; recordName=directory/root, zoneID=iCloud.com.bethsoft.falloutshelter:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:19.796-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.829-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d2faa600; recordName=directory/root, zoneID=5UAR78B6YU.com.goodnotesapp.goodnotes:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:19.832-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:19.847-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d2feb860; recordName=directory/root, zoneID=iCloud.de.cooperrs.Authenticator:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:19.848-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:20.081-0700] fileproviderd[935]  fsctl failed to resolve docID 99 to file ID using path <private>; error 2 (No such file or directory)
[ERR  2025-10-05 12:59:20.102-0700] bird[1062]  We can't find a record which really should exist - <CKRecordID: 0x6d3aba480; recordName=directory/documents, zoneID=iCloud.com.ubnt.unifiac:__defaultOwner__>.  Unblocking other records from save
[ERR  2025-10-05 12:59:20.102-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d3aba480; recordName=directory/documents, zoneID=iCloud.com.ubnt.unifiac:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:20.104-0700] bird[1062]  failed to deserialize records for <private>: Error Domain=CKErrorDomain Code=2 UserInfo={ContainerID=<private>, NSDebugDescription=<private>, CKPartialErrors=<private>, RequestUUID=<private>, NSLocalizedDescription=<private>, CKErrorDescription=<private>, NSUnderlyingError=0x6d33cf000 {Error Domain=CKInternalErrorDomain Code=1011 UserInfo={CKErrorDescription=<private>, NSLocalizedDescription=<private>, CKPartialErrors=<private>}}}
[ERR  2025-10-05 12:59:20.112-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:20.209-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25ef0 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:20.341-0700] fileproviderd[935]  fsctl failed to resolve docID 100 to file ID using path <private>; error 2 (No such file or directory)
[ERR  2025-10-05 12:59:20.623-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a26100 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:20.831-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d384b920; recordName=directory/root, zoneID=8HSTZV64A5.com.acqualia.soulver:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:20.832-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:20.844-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d33cab20; recordName=directory/root, zoneID=iCloud.com.carloscabanero.blinkshell:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:20.845-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:21.140-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d33ca800; recordName=directory/root, zoneID=iCloud.ph.telegra.Telegraph:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:21.257-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25260 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:21.345-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25170 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:21.366-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:21.368-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:21.369-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25c20 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:21.546-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25170 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:21.577-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25ad0 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:21.581-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25860 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:21.716-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25860 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:21.824-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:21.922-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25bf0 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:22.291-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a251a0 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:22.323-0700] bird[1062]  Unable to include '<private>' from backups: Error Domain=NSCocoaErrorDomain Code=512 UserInfo={NSURL=<private>, NSFilePath=<private>, NSUnderlyingError=0x6d3a25770 {Error Domain=NSOSStatusErrorDomain Code=100002}}
[ERR  2025-10-05 12:59:22.917-0700] bird[1062]  We can't find a record which really should exist - <CKRecordID: 0x6d38bee00; recordName=directory/documents, zoneID=iCloud.com.toppluva.grandmountainadventureplus:__defaultOwner__>.  Unblocking other records from save
[ERR  2025-10-05 12:59:22.917-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d38bee00; recordName=directory/documents, zoneID=iCloud.com.toppluva.grandmountainadventureplus:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:22.917-0700] bird[1062]  failed to deserialize records for <private>: Error Domain=CKErrorDomain Code=2 UserInfo={ContainerID=<private>, NSDebugDescription=<private>, CKPartialErrors=<private>, RequestUUID=<private>, NSLocalizedDescription=<private>, CKErrorDescription=<private>, NSUnderlyingError=0x6d38e6f70 {Error Domain=CKInternalErrorDomain Code=1011 UserInfo={CKErrorDescription=<private>, NSLocalizedDescription=<private>, CKPartialErrors=<private>}}}
[ERR  2025-10-05 12:59:22.928-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d38bdc40; recordName=directory/root, zoneID=iCloud.com.mywickr.wickr:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:22.932-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:22.955-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:23.019-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:23.085-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.085-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.089-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.090-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.091-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.091-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.091-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.093-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.094-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.099-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.101-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.101-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.110-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.111-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.111-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.114-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.114-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.115-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.115-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.115-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.122-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.122-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.125-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.125-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.155-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.157-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.158-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.158-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.159-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.160-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.164-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.198-0700] bird[1062]  We can't find a record which really should exist - <CKRecordID: 0x6d3ac11a0; recordName=directory/documents, zoneID=iCloud.com.carloscabanero.blinkshell:__defaultOwner__>.  Unblocking other records from save
[ERR  2025-10-05 12:59:23.198-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d3ac11a0; recordName=directory/documents, zoneID=iCloud.com.carloscabanero.blinkshell:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:23.207-0700] bird[1062]  failed to deserialize records for <private>: Error Domain=CKErrorDomain Code=2 UserInfo={ContainerID=<private>, NSDebugDescription=<private>, CKPartialErrors=<private>, RequestUUID=<private>, NSLocalizedDescription=<private>, CKErrorDescription=<private>, NSUnderlyingError=0x6d346ec40 {Error Domain=CKInternalErrorDomain Code=1011 UserInfo={CKErrorDescription=<private>, NSLocalizedDescription=<private>, CKPartialErrors=<private>}}}
[ERR  2025-10-05 12:59:23.210-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.215-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:23.216-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:23.299-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.299-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.300-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.301-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.301-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.302-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.315-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.315-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.316-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.322-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.325-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 12:59:23.408-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:23.424-0700] bird[1062]  We couldn't fetch recordID <CKRecordID: 0x6d3ac16a0; recordName=directory/root, zoneID=iCloud.nocsi.com.AutomataEditor:__defaultOwner__> so it's not going to save. We deleted 1 items from pending subresources table for this
[ERR  2025-10-05 12:59:23.425-0700] bird[1062]  failed to deserialize records for <private>: (null)
[ERR  2025-10-05 12:59:23.737-0700] com.apple.CloudDocs.iCloudDriveFileProvider[1469]  We had an error Error Domain=BRCloudDocsErrorDomain Code=17 UserInfo={NSUnderlyingError=0x692022310 {Error Domain=CKErrorDomain Code=20}}, but returning as if we didn't have an error to unblock materialization
